week,name,position,team,opp,bye_week,passing_yds,passing_tds,passing_int,rushing_att,rushing_yds,rushing_tds,receiving_tgt,receiving_rec,receiving_yds,receiving_tds,return_tds,twopt,fumbles,points,o_rank,projected,pct_rostered
2,T. Bigsby,RB,Jax,KC,9,0,0,0,5.5,22.1,0.2,1.7,1.4,9.9,0.1,0,0,0.1,3.46,127,404,41%
2,D. Slayton,WR,NYG,@Ari,13,0,0,0,0.1,0.7,0,4.3,2.4,35.8,0.2,0,0,0,3.45,194,405,4%
2,D. Kincaid,TE,Buf,LV,13,0,0,0,0,0,0,3.7,2.7,28.4,0.3,0,0,0,3.45,120,407,72%
2,L. Fournette,RB,TB,Chi,5,0,0,0,5.7,23.7,0.2,1.2,0.9,6.8,0.1,0,0.1,0.1,3.44,177,409,9%
2,G. Dulcich,TE,Den,Was,9,0,0,0,0,0,0,4.9,3.3,33.9,0.2,0,0,0,3.40,152,412,57%
2,M. Mims Jr.,WR,Den,Was,9,0,0,0,0.1,0.6,0,4,2.5,31.6,0.2,0,0,0,3.34,133,419,22%
2,C. Okonkwo,TE,Ten,LAC,7,0,0,0,0,0,0,4.1,2.7,30.4,0.2,0,0,0,3.34,110,420,78%
2,R. Gage,WR,TB,Chi,5,0,0,0,0,0,0,4.9,3.3,33.2,0.2,0,0,0,3.30,330,427,1%
2,R. Blackshear,RB,Car,NO,7,0,0,0,2.6,10.8,0.1,0.7,0.5,4.2,0,0,0,0,3.29,2449,431,0%
2,J. Hyatt,WR,NYG,@Ari,13,0,0,0,0.1,0.5,0,4.1,2.6,30.8,0.2,0,0,0,3.28,161,432,17%
3,T. Tagovailoa,QB,Mia,Den,10,261,1.9,0.7,2,5.3,0.1,0,0,0,0,0,0.1,0.2,17.14,105,8,94%
3,J. Goff,QB,Det,Atl,9,262,1.8,0.9,0.7,2.8,0.0,0,0,0,0,0,0.1,0.2,15.99,140,10,73%
3,D. Watson,QB,Cle,Ten,5,233,1.6,0.7,4.8,26.3,0.2,0,0,0,0,0,0.1,0.2,15.76,95,11,94%
3,K. Cousins,QB,Min,LAC,13,255,1.7,0.8,1.9,5.6,0.1,0,0,0,0,0,0.1,0.2,15.46,115,13,86%
3,G. Smith,QB,Sea,Car,5,239,1.7,0.7,2.6,10.5,0.1,0,0,0,0,0,0.1,0.2,14.05,103,14,85%
3,R. Wilson,QB,Den,@Mia,9,221,1.5,0.6,3.5,14.8,0.2,0,0,0,0,0,0.1,0.2,13.02,155,16,61%
3,K. Murray,QB,Ari,Dal,14,235,1.4,0.8,4.1,21.6,0.2,0,0,0,0,0,0.1,0.2,12.97,236,17,30%
3,J. Love,QB,GB,NO,6,200,1.3,0.7,4.9,20.9,0.3,0,0,0,0,0,0.2,0.2,12.49,235,18,31%
3,D. Carr,QB,NO,@GB,11,232,1.5,0.7,0.8,3.8,0.1,0,0,0,0,0,0.1,0.2,12.46,170,19,48%
3,D. Jones,QB,NYG,@SF,13,199,1.2,0.6,5.8,30.7,0.2,0,0,0,0,0,0.1,0.2,12.22,87,20,89%
3,J. Garoppolo,QB,LV,Pit,13,245,1.5,0.9,0.4,1.3,0.1,0,0,0,0,0,0.1,0.3,12.10,224,21,15%
3,M. Stafford,QB,LAR,@Cin,10,245,1.6,0.9,0.9,3.5,0,0,0,0,0,0,0.1,0.2,11.65,189,22,35%
3,A. Richardson,QB,Ind,@Bal,11,188,1.1,0.7,6.1,32.3,0.3,0,0,0,0,0,0,0.2,11.29,101,23,85%
3,S. Howell,QB,Was,Buf,14,217,1.3,0.8,3.5,17.8,0.2,0,0,0,0,0,0,0.3,11.13,167,24,19%
3,K. Pickett,QB,Pit,@LV,6,215,1.2,0.8,3.5,15.9,0.2,0,0,0,0,0,0.1,0.2,11.06,180,25,32%
3,B. Young,QB,Car,@Sea,7,210,1.2,0.8,3.9,19.0,0.2,0,0,0,0,0,0.1,0.2,10.80,246,28,20%
3,R. Tannehill,QB,Ten,@Cle,7,202,1.1,0.5,3.1,10.9,0.1,0,0,0,0,0,0.1,0.1,10.52,233,30,9%
3,M. Jones,QB,NE,@NYJ,11,207,1.4,0.9,2.2,7.1,0.1,0,0,0,0,0,0.1,0.2,9.99,240,32,9%
3,B. Mayfield,QB,TB,Phi,5,213,1.3,1.0,2.2,8.7,0.2,0,0,0,0,0,0.1,0.2,9.92,223,33,9%
3,C. Stroud,QB,Hou,@Jax,7,196,1.1,0.7,4.9,17.8,0.2,0,0,0,0,0,0.1,0.2,9.60,295,39,10%
3,T. Lance,QB,Dal,@Ari,7,185,1.1,0.6,0.5,3.6,0.1,0,0,0,0,0,0.0,0.1,9.50,2559,42,5%
3,D. Ridder,QB,Atl,@Det,11,186,1.0,0.8,3.7,14.6,0.2,0,0,0,0,0,0.1,0.3,8.57,287,55,6%
3,R. Penny,RB,Phi,@TB,10,0,0,0,10.4,53.2,0.4,1.5,1.2,9.3,0.1,0,0.1,0.1,7.03,119,97,80%
3,J. Williams,RB,NO,@GB,11,0,0,0,12,49.0,0.4,2,1.5,11.8,0.1,0,0,0.1,6.66,93,114,87%
3,D. Harris,RB,Buf,@Was,13,0,0,0,10.5,48.3,0.4,1.1,0.9,6.6,0.0,0,0,0.1,6.07,124,145,60%
3,M. Hardman Jr.,WR,NYJ,NE,7,0,0,0,1.0,5.2,0.1,4.4,3.1,37.3,0.2,0.1,0,0,6.01,268,151,14%
3,D. Duvernay,WR,Bal,Ind,13,0,0,0,0.4,2.5,0,2.1,1.3,15.2,0.1,0.1,0,0.1,6.00,318,153,2%
3,K. Toney,WR,KC,Chi,10,0,0,0,0.9,5.2,0.1,4.6,3.5,40.3,0.3,0.1,0,0.1,5.98,136,154,61%
3,Z. Charbonnet,RB,Sea,Car,5,0,0,0,10.2,47.2,0.3,1.8,1.5,11.2,0.1,0,0,0.1,5.94,100,156,74%
3,A. Gibson,RB,Was,Buf,14,0,0,0,5.8,24.0,0.2,3.9,3.0,22.8,0.2,0,0.0,0.0,5.94,88,157,84%
3,E. Mitchell,RB,SF,NYG,9,0,0,0,10.4,50.5,0.4,1.1,0.9,6.5,0,0,0.1,0.1,5.89,122,160,60%
3,D. Achane,RB,Mia,Den,10,0,0,0,9.1,43.0,0.3,2.6,2.1,16.8,0.1,0,0,0.1,5.85,144,164,48%
3,M. Pittman Jr.,WR,Ind,@Bal,11,0,0,0,0.4,1.9,0,8.1,5.3,58.3,0.3,0,0,0.1,5.61,64,175,93%
3,J. Ford,RB,Cle,Ten,5,0,0,0,4.9,22.6,0.2,1.2,1.0,7.7,0.1,0,0,0.1,5.55,174,181,10%
3,B. Cooks,WR,Dal,@Ari,7,0,0,0,0.1,0.8,0,6.5,4.2,56.3,0.3,0,0,0.1,5.46,102,185,84%
3,R. Mostert,RB,Mia,Den,10,0,0,0,8.3,38.5,0.3,1.6,1.3,9.6,0.1,0,0,0.1,5.18,130,202,49%
3,S. Moore,WR,KC,Chi,10,0,0,0,0.6,3.2,0,4.5,3.5,40.1,0.3,0,0,0,5.06,108,211,65%
3,T. Allgeier,RB,Atl,@Det,11,0,0,0,9.6,40.2,0.3,1.5,1.0,7.6,0.1,0,0,0.1,5.00,114,218,53%
3,J. Agnew,WR,Jax,Hou,9,0,0,0,1.0,5.6,0.1,2.2,1.7,16.7,0.1,0.1,0,0,4.96,1916,222,1%
3,T. Burks,WR,Ten,@Cle,7,0,0,0,0,0,0,6.6,3.9,51.5,0.3,0,0,0.1,4.94,118,224,69%
3,M. Thomas,WR,NO,@GB,11,0,0,0,0,0,0,6.4,4.5,49.8,0.3,0,0,0.1,4.93,116,225,83%
3,D. Peoples-Jones,WR,Cle,Ten,5,0,0,0,0.1,0.6,0,4.5,2.8,42.3,0.3,0,0.1,0.1,4.92,184,227,16%
3,G. Dortch,WR,Ari,Dal,14,0,0,0,0.1,0.7,0,3.6,2.4,24.8,0.1,0,0,0,4.90,316,231,1%
3,T. Boyd,WR,Cin,LAR,7,0,0,0,0.1,1.0,0,5.1,3.7,45.8,0.3,0,0,0.1,4.88,135,232,43%
3,T. Bigsby,RB,Jax,Hou,9,0,0,0,6.9,30.5,0.3,1.7,1.5,10.7,0.1,0,0,0.1,4.82,127,238,41%
3,R. Bateman,WR,Bal,Ind,13,0,0,0,0,0,0,5.2,3.5,47.4,0.3,0,0,0.1,4.80,99,241,61%
3,K. Nwangwu,RB,Min,LAC,13,0,0,0,1.4,5.8,0.0,0.4,0.3,2.3,0,0.1,0,0,4.79,2555,244,1%
3,B. Berrios,WR,Mia,Den,10,0,0,0,0.8,4.1,0.1,3.3,2.4,24.3,0.2,0.1,0,0.1,4.61,2075,257,1%
3,D. Foreman,RB,Chi,@KC,13,0,0,0,10.2,41.4,0.3,1.2,0.8,6.4,0,0,0,0.1,4.59,150,260,36%
3,K. Raymond,WR,Det,Atl,9,0,0,0,0.2,1.6,0,3.3,2.3,25.4,0.2,0.1,0,0,4.58,1865,261,1%
3,A. Lazard,WR,NYJ,NE,7,0,0,0,0.1,0.6,0,5.1,3.4,42.9,0.3,0,0,0,4.54,132,269,50%
3,J. Meyers,WR,LV,Pit,13,0,0,0,0.1,0.4,0,6.2,4.4,48.0,0.3,0,0,0.1,4.50,117,271,47%
3,K. Shakir,WR,Buf,@Was,13,0,0,0,0.1,0.9,0,4.8,3.1,40.0,0.3,0,0,0,4.47,244,276,4%
3,Z. Jones,WR,Jax,Hou,9,0,0,0,0.1,0.8,0,5.6,4.1,45.9,0.3,0,0,0.1,4.46,159,277,30%
3,Z. Flowers,WR,Bal,Ind,13,0,0,0,0.4,2.6,0.1,4.2,2.7,37.3,0.3,0,0,0,4.46,121,278,62%
3,E. Moore,WR,Cle,Ten,5,0,0,0,0.5,3.5,0,5,3.4,41.4,0.3,0,0,0.1,4.45,97,280,70%
3,J. Smith-Schuster,WR,NE,@NYJ,11,0,0,0,0.3,1.8,0,6.7,4.4,47.1,0.2,0,0,0.1,4.43,111,282,72%
3,J. McKinnon,RB,KC,Chi,10,0,0,0,2.8,12.7,0.1,3.9,3.4,24.0,0.2,0,0,0.1,4.37,106,288,61%
3,C. Sutton,WR,Den,@Mia,9,0,0,0,0,0,0,5.4,3.1,43.7,0.3,0,0,0.1,4.35,98,292,68%
3,O. Beckham Jr.,WR,Bal,Ind,13,0,0,0,0.1,0.7,0,4.6,3.3,38.1,0.3,0,0,0,4.31,129,294,74%
3,R. Moore,WR,Ari,Dal,14,0,0,0,0.7,4.8,0.1,5.4,3.6,35.0,0.2,0,0,0.1,4.31,192,295,18%
3,Q. Johnston,WR,LAC,@Min,5,0,0,0,0.1,0.3,0,5.1,3.3,43.6,0.3,0,0,0.1,4.30,126,296,56%
3,A. Thielen,WR,Car,@Sea,7,0,0,0,0,0,0,5.6,3.6,39.4,0.3,0,0,0.1,4.17,134,314,47%
3,J. Smith-Njigba,WR,Sea,Car,5,0,0,0,0.1,0.7,0,5.1,3.7,41.2,0.3,0,0,0.1,4.16,94,315,83%
3,M. Gallup,WR,Dal,@Ari,7,0,0,0,0,0,0,5,3.2,41.1,0.2,0,0,0,4.15,139,316,28%
3,R. Jones,RB,Dal,@Ari,7,0,0,0,6.2,28.0,0.3,0.8,0.6,4.9,0,0,0,0,4.12,323,322,1%
3,S. Perine,RB,Den,@Mia,9,0,0,0,6.9,27.7,0.2,2.7,2.0,15.1,0.1,0,0,0.0,4.09,96,324,72%
3,R. Doubs,WR,GB,NO,6,0,0,0,0.1,0.3,0,4.5,3.0,35.7,0.3,0,0,0,4.07,145,325,31%
3,D. Singletary,RB,Hou,@Jax,7,0,0,0,7.4,29.0,0.2,2.1,1.4,10.6,0.0,0,0,0.1,4.05,158,328,27%
3,R. Rice,WR,KC,Chi,10,0,0,0,0,0,0,4.2,3.1,37.8,0.3,0,0,0,4.05,156,329,40%
3,C. Hubbard,RB,Car,@Sea,7,0,0,0,7.2,29.1,0.2,1.6,1.2,8.8,0.1,0,0,0.1,4.00,162,333,16%
3,C. Samuel,WR,Was,Buf,14,0,0,0,1.3,7.0,0.1,4.6,3.2,32.4,0.2,0,0,0,3.97,178,336,12%
3,M. Carter,RB,NYJ,NE,7,0,0,0,6.1,25.3,0.2,2.1,1.6,12.2,0.1,0,0,0,3.97,241,337,7%
3,E. Elliott,RB,NE,@NYJ,11,0,0,0,7.1,28.0,0.3,0.8,0.6,4.5,0.0,0,0.1,0.1,3.88,131,342,65%
3,A. Pierce,WR,Ind,@Bal,11,0,0,0,0.1,0.3,0,4.5,2.6,35.4,0.3,0,0,0,3.85,193,345,8%
3,W. Robinson,WR,NYG,@SF,13,0,0,0,1.0,5.3,0.1,4.2,2.7,31.8,0.2,0,0,0,3.76,239,352,5%
3,M. Jones Jr.,WR,Det,Atl,9,0,0,0,0,0,0,4.8,3.0,35.3,0.2,0,0,0,3.76,343,353,2%
3,C. Edwards-Helaire,RB,KC,Chi,10,0,0,0,4.9,22.4,0.2,1.4,1.2,9.1,0.1,0,0,0,3.71,160,355,20%
3,C. Davis,WR,NYJ,NE,7,0,0,0,0,0,0,3.9,2.3,33.4,0.3,0,0,0,3.70,336,359,2%
3,M. Valdes-Scantling,WR,KC,Chi,10,0,0,0,0,0,0,3.8,2.3,36.3,0.2,0,0,0,3.68,216,361,8%
3,K. Osborn,WR,Min,LAC,13,0,0,0,0.1,0.4,0,4.6,2.9,34.0,0.2,0,0,0,3.68,173,362,10%
3,M. Mayer,TE,LV,Pit,13,0,0,0,0,0,0,4,2.9,31.7,0.3,0,0,0,3.66,219,364,18%
3,D. Chark Jr.,WR,Car,@Sea,7,0,0,0,0,0,0,4.7,2.6,35.9,0.2,0,0,0,3.64,153,365,21%
3,J. Wilson Jr.,RB,Mia,Den,10,0,0,0,5.5,24.0,0.2,1.9,1.5,11.2,0.1,0,0,0.1,3.64,125,367,32%
3,C. Patterson,RB,Atl,@Det,11,0,0,0,4.7,19.4,0.1,1,0.8,5.5,0.1,0.1,0,0.1,3.61,222,375,14%
3,C. Brown,RB,Cin,LAR,7,0,0,0,5.4,24.3,0.2,1.3,1.0,8.4,0.1,0,0,0.1,3.59,207,376,5%
3,G. Everett,TE,LAC,@Min,5,0,0,0,0,0,0,4.3,2.9,29.9,0.3,0,0,0,3.51,148,384,50%
3,J. Reed,WR,GB,NO,6,0,0,0,0,0,0,4.1,2.7,28.9,0.2,0,0,0,3.46,213,392,7%
3,D. Kincaid,TE,Buf,@Was,13,0,0,0,0,0,0,3.8,2.7,28.5,0.3,0,0,0,3.46,120,394,72%
3,P. Campbell,WR,NYG,@SF,13,0,0,0,0.5,3,0,4.9,3.1,34.1,0.2,0,0,0,3.45,238,395,4%
3,L. Fournette,RB,TB,Phi,5,0,0,0,5.7,23.7,0.2,1.2,0.9,6.8,0.1,0,0.1,0.1,3.44,177,399,9%
3,G. Edwards,RB,Bal,Ind,13,0,0,0,6.2,29.8,0.2,0.7,0.6,4.0,0,0,0,0,3.36,182,414,14%
3,C. Claypool,WR,Chi,@KC,13,0,0,0,0.5,2.7,0.1,3.9,2.1,28.0,0.2,0,0,0,3.33,259,419,4%
3,D. Schultz,TE,Hou,@Jax,7,0,0,0,0,0,0,4.8,3.0,30.8,0.2,0,0,0,3.32,141,420,71%
3,C. Okonkwo,TE,Ten,@Cle,7,0,0,0,0,0,0,4.1,2.7,30.1,0.2,0,0,0,3.31,110,421,78%
3,R. James,WR,KC,Chi,10,0,0,0,0.1,0.3,0,3.6,2.7,31.3,0.2,0,0,0,3.31,245,422,2%
3,H. Renfrow,WR,LV,Pit,13,0,0,0,0.2,1.1,0,4.1,3.0,31.2,0.2,0,0,0,3.29,195,424,8%
3,R. Woods,WR,Hou,@Jax,7,0,0,0,0.4,2.6,0,4.9,3.1,33.0,0.2,0,0,0,3.28,266,427,4%
3,B. Purdy,QB,SF,NYG,9,42.5,0.3,0.2,3.6,2.2,0.0,0,0,0,0,0,0.1,0.0,3.28,138,429,51%
3,N. Collins,WR,Hou,@Jax,7,0,0,0,0,0,0,5.1,2.8,34.6,0.2,0,0,0,3.24,109,435,42%
4,K. Cousins,QB,Min,@Car,13,262,1.8,0.8,1.9,5.8,0.1,0,0,0,0,0,0.1,0.2,16.04,115,8,86%
4,J. Goff,QB,Det,@GB,9,254,1.8,0.8,0.7,2.7,0.0,0,0,0,0,0,0.1,0.2,15.35,140,9,73%
4,D. Watson,QB,Cle,Bal,5,231,1.5,0.7,4.8,25.6,0.2,0,0,0,0,0,0.1,0.2,15.22,95,10,94%
4,T. Tagovailoa,QB,Mia,@Buf,10,245,1.8,0.6,2,5.0,0.1,0,0,0,0,0,0.1,0.2,14.91,105,12,94%
4,M. Stafford,QB,LAR,@Ind,10,263,1.7,0.9,0.9,3.8,0,0,0,0,0,0,0.1,0.2,14.07,189,15,35%
4,R. Wilson,QB,Den,@Chi,9,231,1.5,0.7,3.5,15.5,0.2,0,0,0,0,0,0.1,0.2,13.90,155,16,61%
4,D. Carr,QB,NO,TB,11,241,1.6,0.8,0.8,3.9,0.1,0,0,0,0,0,0.1,0.2,13.21,170,17,48%
4,G. Smith,QB,Sea,@NYG,5,229,1.6,0.7,2.6,10.0,0.1,0,0,0,0,0,0.1,0.2,13.18,103,18,85%
4,D. Jones,QB,NYG,Sea,13,209,1.2,0.7,5.8,32.2,0.2,0,0,0,0,0,0.1,0.2,13.00,87,19,89%
4,K. Murray,QB,Ari,@SF,14,223,1.3,0.7,4.9,27.2,0.2,0,0,0,0,0,0.1,0.2,12.55,236,20,30%
4,K. Pickett,QB,Pit,@Hou,6,225,1.4,0.9,3.5,16.6,0.2,0,0,0,0,0,0.1,0.2,12.10,180,21,32%
4,J. Love,QB,GB,Det,6,196,1.3,0.7,4.9,20.5,0.3,0,0,0,0,0,0.2,0.2,12.10,235,22,31%
4,A. Richardson,QB,Ind,LAR,11,206,1.2,0.9,6.8,33.8,0.3,0,0,0,0,0,0,0.2,12.05,101,23,85%
4,R. Tannehill,QB,Ten,Cin,7,207,1.3,0.7,3.1,11.0,0.1,0,0,0,0,0,0.1,0.1,11.31,233,24,9%
4,B. Young,QB,Car,Min,7,224,1.3,0.8,3.9,19.4,0.1,0,0,0,0,0,0.1,0.2,11.22,246,26,20%
4,J. Garoppolo,QB,LV,@LAC,13,233,1.4,0.8,0.4,1.2,0.1,0,0,0,0,0,0.1,0.3,11.11,224,27,15%
4,C. Stroud,QB,Hou,Pit,7,211,1.3,0.8,5.2,19.5,0.2,0,0,0,0,0,0.1,0.2,10.88,295,28,10%
4,B. Mayfield,QB,TB,@NO,5,211,1.3,0.9,2.2,8.2,0.2,0,0,0,0,0,0.1,0.3,10.69,223,29,9%
4,S. Howell,QB,Was,@Phi,14,198,1.3,0.7,3.5,17.5,0.2,0,0,0,0,0,0,0.2,10.64,167,31,19%
4,D. Ridder,QB,Atl,@Jax,11,200,1.2,0.8,3.7,14.6,0.1,0,0,0,0,0,0.1,0.3,10.38,287,32,6%
4,M. Jones,QB,NE,@Dal,11,225,1.4,0.9,2.2,7.1,0.1,0,0,0,0,0,0.1,0.2,10.32,240,34,9%
4,T. Lance,QB,Dal,NE,7,185,1.1,0.6,0.5,3.9,0.1,0,0,0,0,0,0.0,0.1,9.59,2559,40,5%
4,R. Penny,RB,Phi,Was,10,0,0,0,10.4,53.6,0.4,1.5,1.2,9.4,0.1,0,0.1,0.1,7.09,119,93,80%
4,Q. Johnston,WR,LAC,LV,5,0,0,0,0.1,0.4,0,5.9,4.6,59.9,0.4,0,0,0.1,6.27,126,142,56%
4,D. Achane,RB,Mia,@Buf,10,0,0,0,10.3,45.7,0.3,2.9,2.2,17.3,0.1,0,0,0.1,6.19,144,145,48%
4,E. Mitchell,RB,SF,Ari,9,0,0,0,10.4,52.6,0.4,1.1,0.9,6.8,0,0,0.1,0.1,6.14,122,151,60%
4,D. Harris,RB,Buf,Mia,13,0,0,0,10.5,47.8,0.4,1.1,0.9,6.6,0.0,0,0,0.1,6.03,124,157,60%
4,J. Williams,RB,NO,TB,11,0,0,0,10.5,44.6,0.4,1.6,1.3,9.8,0.1,0,0,0.1,5.94,93,161,87%
4,M. Pittman Jr.,WR,Ind,LAR,11,0,0,0,0.4,2.0,0,8.1,5.5,61.6,0.3,0,0,0.1,5.93,64,164,93%
4,J. Smith-Njigba,WR,Sea,@NYG,5,0,0,0,0.1,0.9,0,6.1,5.0,60.1,0.4,0,0,0.1,5.89,94,167,83%
4,M. Hardman Jr.,WR,NYJ,KC,7,0,0,0,0.4,2.9,0.1,4.4,3.1,35.2,0.2,0.1,0,0,5.81,268,173,14%
4,A. Gibson,RB,Was,@Phi,14,0,0,0,5.8,23.5,0.2,3.9,2.9,22.3,0.1,0,0.0,0.0,5.80,88,174,84%
4,Z. Flowers,WR,Bal,@Cle,13,0,0,0,0.4,3.3,0.1,5.2,3.2,46.5,0.4,0,0,0,5.79,121,175,62%
4,Z. Charbonnet,RB,Sea,@NYG,5,0,0,0,10.2,45.2,0.3,1.8,1.4,10.8,0.1,0,0,0.1,5.69,100,181,74%
4,D. Duvernay,WR,Bal,@Cle,13,0,0,0,0.4,2.3,0,2.1,1.2,14.2,0.1,0.1,0,0.1,5.67,318,185,2%
4,R. Rice,WR,KC,@NYJ,10,0,0,0,0,0,0,5.6,4.6,52.9,0.4,0,0,0,5.57,156,189,40%
4,K. Toney,WR,KC,@NYJ,10,0,0,0,0.8,4.9,0.1,4.6,3.3,37.7,0.3,0.1,0,0.1,5.41,136,198,61%
4,J. Ford,RB,Cle,Bal,5,0,0,0,4.9,21.9,0.2,1.2,1,7.5,0.1,0,0,0.1,5.39,174,201,10%
4,B. Cooks,WR,Dal,NE,7,0,0,0,0.1,0.7,0,6.5,4.1,54.9,0.3,0,0,0.1,5.33,102,203,84%
4,M. Thomas,WR,NO,TB,11,0,0,0,0,0,0,6.4,4.7,51.8,0.3,0,0,0.1,5.13,116,212,83%
4,S. Moore,WR,KC,@NYJ,10,0,0,0,0.6,3.3,0,4.9,3.5,40.7,0.3,0,0,0,5.09,108,217,65%
4,T. Allgeier,RB,Atl,@Jax,11,0,0,0,9.6,40.6,0.3,1.5,1.0,7.6,0.1,0,0,0.1,5.05,114,224,53%
4,T. Burks,WR,Ten,Cin,7,0,0,0,0,0,0,6.6,3.9,51.2,0.3,0,0,0.1,5.05,118,225,69%
4,D. Foreman,RB,Chi,Den,13,0,0,0,10.2,44.7,0.3,1.2,0.9,6.9,0,0,0,0.1,5.04,150,226,36%
4,B. Purdy,QB,SF,Ari,9,53.2,0.3,0.2,3.6,12.6,0.1,0,0,0,0,0,0.1,0.1,4.98,138,230,51%
4,J. Reed,WR,GB,Det,6,0,0,0,0,0,0,5.2,4,42.9,0.3,0,0,0,4.90,213,234,7%
4,R. Mostert,RB,Mia,@Buf,10,0,0,0,8.3,36.2,0.2,1.6,1.2,9.1,0.1,0,0,0.1,4.88,130,237,49%
4,K. Nwangwu,RB,Min,@Car,13,0,0,0,1.4,6.0,0.0,0.4,0.3,2.4,0,0.1,0,0,4.89,2555,240,1%
4,J. Agnew,WR,Jax,Atl,9,0,0,0,1.0,5.4,0.1,2.2,1.7,16.3,0.1,0.1,0,0,4.85,1916,244,1%
4,T. Boyd,WR,Cin,@Ten,7,0,0,0,0.1,1.0,0,5.1,3.6,44.9,0.3,0,0,0.1,4.78,135,249,43%
4,D. Peoples-Jones,WR,Cle,Bal,5,0,0,0,0.1,0.6,0,4.5,2.8,41.0,0.2,0,0.1,0.1,4.77,184,252,16%
4,G. Dortch,WR,Ari,@SF,14,0,0,0,0.1,0.7,0,3.6,2.4,24.1,0.1,0,0,0,4.76,316,254,1%
4,T. Bigsby,RB,Jax,Atl,9,0,0,0,6.9,29.7,0.3,1.7,1.5,10.5,0.1,0,0,0.1,4.71,127,259,41%
4,A. Lazard,WR,NYJ,KC,7,0,0,0,0.1,0.5,0,5.1,3.2,40.7,0.3,0,0,0,4.62,132,267,50%
4,C. Sutton,WR,Den,@Chi,9,0,0,0,0,0,0,5.4,3.2,45.7,0.3,0,0,0.1,4.51,98,275,68%
4,R. Bateman,WR,Bal,@Cle,13,0,0,0,0,0,0,5.2,3.2,44.3,0.3,0,0,0.1,4.48,99,276,61%
4,J. Smith-Schuster,WR,NE,@Dal,11,0,0,0,0.4,1.8,0,6.7,4.4,46.9,0.2,0,0,0.1,4.45,111,281,72%
4,M. Mims Jr.,WR,Den,@Chi,9,0,0,0,0.1,0.9,0,4.9,3.4,41.2,0.3,0,0,0,4.45,133,282,22%
4,K. Raymond,WR,Det,@GB,9,0,0,0,0.2,1.5,0,3.3,2.2,24.7,0.2,0.1,0,0,4.45,1865,283,1%
4,K. Shakir,WR,Buf,Mia,13,0,0,0,0.1,0.8,0,4.8,3.0,39.7,0.3,0,0,0,4.43,244,284,4%
4,Z. Jones,WR,Jax,Atl,9,0,0,0,0.1,0.8,0,5.6,4.0,44.8,0.3,0,0,0.1,4.36,159,292,30%
4,J. Hyatt,WR,NYG,Sea,13,0,0,0,0.1,0.7,0,4.9,3.4,40.0,0.3,0,0,0,4.36,161,294,17%
4,B. Berrios,WR,Mia,@Buf,10,0,0,0,0.7,3.9,0.1,3.3,2.2,22.9,0.2,0.1,0,0.1,4.34,2075,297,1%
4,J. Meyers,WR,LV,@LAC,13,0,0,0,0.1,0.4,0,6.2,4.2,45.5,0.2,0,0,0.1,4.33,117,299,47%
4,E. Moore,WR,Cle,Bal,5,0,0,0,0.5,3.4,0,5,3.3,40.2,0.3,0,0,0.1,4.31,97,300,70%
4,S. Perine,RB,Den,@Chi,9,0,0,0,6.9,28.9,0.2,2.7,2.1,15.8,0.1,0,0,0.1,4.27,96,304,72%
4,A. Thielen,WR,Car,Min,7,0,0,0,0,0,0,5.6,3.7,40.3,0.3,0,0,0.1,4.26,134,306,47%
4,D. Singletary,RB,Hou,Pit,7,0,0,0,7.4,30.0,0.2,2.1,1.5,10.9,0.0,0,0,0.1,4.18,158,316,27%
4,C. Hubbard,RB,Car,Min,7,0,0,0,7.2,29.8,0.2,1.6,1.2,9.0,0.1,0,0,0.1,4.09,162,321,16%
4,J. McKinnon,RB,KC,@NYJ,10,0,0,0,2.8,11.8,0.1,3.9,3.1,22.4,0.2,0,0,0.1,4.07,106,326,61%
4,A. Pierce,WR,Ind,LAR,11,0,0,0,0.1,0.3,0,4.5,2.7,37.4,0.3,0,0,0,4.06,193,327,8%
4,M. Gallup,WR,Dal,NE,7,0,0,0,0,0,0,5,3.1,40.1,0.2,0,0,0,4.04,139,332,28%
4,J. Mingo,WR,Car,Min,7,0,0,0,0.2,1.1,0,5.3,3.6,42.9,0.2,0,0,0,4.04,181,333,13%
4,R. Jones,RB,Dal,NE,7,0,0,0,6.2,27.3,0.3,0.8,0.6,4.7,0,0,0,0,4.02,323,336,1%
4,W. Robinson,WR,NYG,Sea,13,0,0,0,1.0,5.6,0.1,4.2,2.9,33.5,0.2,0,0,0,3.98,239,339,5%
4,R. Doubs,WR,GB,Det,6,0,0,0,0.1,0.3,0,4.5,3.0,35.0,0.3,0,0,0,3.98,145,340,31%
4,O. Beckham Jr.,WR,Bal,@Cle,13,0,0,0,0.1,0.7,0,4.6,3.0,37.0,0.3,0,0,0,3.97,129,343,74%
4,R. Moore,WR,Ari,@SF,14,0,0,0,0.7,4.6,0.1,5.4,3.5,34.2,0.2,0,0,0.1,3.90,192,347,18%
4,C. Samuel,WR,Was,@Phi,14,0,0,0,1.2,6.8,0.1,4.6,3.1,31.6,0.2,0,0,0,3.88,178,349,12%
4,E. Elliott,RB,NE,@Dal,11,0,0,0,7.1,28.0,0.3,1.3,1.0,7.3,0.1,0,0.1,0.1,4.21,131,350,65%
4,M. Carter,RB,NYJ,KC,7,0,0,0,6.1,24.3,0.1,2.1,1.6,11.8,0.1,0,0,0,3.82,241,356,7%
